model,scenario,variable,unit,region,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
model_a,scenario_a,Emissions|BC|AFOLU|Land|Land Use and Land-Use Change,Mt BC/yr,World,0.8494848891628564,1.3841376301169444,1.3725389411233304,1.2904674936936553,1.5494438602796552,1.0167663677709564,0.5326400003722729,0.5671904988036014,0.6738488243343966,1.3701218480447754,0.4211341194850674,1.158171527416014,1.4318583110893994,1.4579177575318512,0.9820387258118403,1.5822139642848874,0.5522712393513571,1.3680454537537754
model_a,scenario_a,Emissions|BC|AFOLU|Land|Other,Mt BC/yr,World,0.5434290540344274,1.1016469510850695,1.338505381160799,0.6127512252481017,1.2700310060176374,1.7213825221886712,1.325220793660203,1.1891182485738563,0.8497866029451524,1.1724843537168317,0.344157319912877,1.0923760268006677,1.8648141255411195,1.4032454339864877,0.9030736557609913,1.0830089774382008,1.0786046189141039,0.9617514533089563
model_a,scenario_a,Emissions|BC|AFOLU|Land|Wetlands,Mt BC/yr,World,0.48078141063799584,0.8602204394770011,0.9532543340662182,1.2261073965785898,0.8890662320882006,1.135837270679442,0.8908837695072395,0.961046658557076,0.5539468006543837,0.4424913120596362,0.22859891213347316,0.1459657454732768,0.5176578109954716,0.5888500056467002,1.7157236821444353,0.435503470819511,1.2420069563719216,1.4320122506256086
model_a,scenario_a,Emissions|BC|Energy,Mt BC/yr,World,8.220171221780342,7.011520678069906,9.288575401558072,8.602265355508923,9.5054972225945,8.869782842833303,9.317574027119164,6.936731048400324,6.8167210006030095,7.32371609582366,7.887883204292259,9.365207548541768,5.966301444222166,9.770152274686344,7.0684890460560705,8.662532231290992,6.679964285151893,8.92997346686276
model_a,scenario_a,Emissions|BC|Energy|Demand,Mt BC/yr,World,7.499543981219931,6.448109915263929,8.338524930528754,7.8254769749602495,8.351736078425928,8.220641321839413,8.216086036925919,6.580191802332733,6.063437800403182,6.453330821702218,7.433483900871611,7.967151533434296,5.381435290604594,8.866380507796242,5.936263790096881,8.033260859128347,5.414697779961971,7.965061690757395
model_a,scenario_a,Emissions|BC|Energy|Demand|Bunkers,Mt BC/yr,World,1.9414464163790037,1.044611306263198,1.9390163738470383,2.7131732809892055,2.2874237065060132,1.3831284215073438,2.011535898210309,2.4611714374225877,1.8576831511250915,1.5579396069421199,2.044463873890412,1.9418019512952591,1.9573353308244084,2.7682309258627384,0.9597412848312654,2.182693211236245,2.2055935709009815,2.9700058125155544
model_a,scenario_a,Emissions|BC|Energy|Demand|Bunkers|International Aviation,Mt BC/yr,World,0.5682776248294817,0.09766127199563668,1.0108574829892238,1.0773261212814398,0.8806262022160856,0.5820657713683751,1.07772822820408,0.9818370537174974,1.0617733046586209,0.7884378732270398,0.8458398590965103,1.1763544736029992,1.0124890496478998,1.533555947072944,0.5086473887145544,0.9176388331231918,1.6005430417331659,1.3461912403863945
model_a,scenario_a,Emissions|BC|Energy|Demand|Bunkers|International Shipping,Mt BC/yr,World,1.3731687915495219,0.9469500342675614,0.9281588908578143,1.635847159707766,1.406797504289928,0.8010626501389686,0.9338076700062289,1.4793343837050903,0.7959098464664706,0.76950173371508,1.1986240147939018,0.7654474776922598,0.9448462811765084,1.2346749787897946,0.451093896116711,1.2650543781130528,0.6050505291678159,1.6238145721291601
model_a,scenario_a,Emissions|BC|Energy|Demand|Industry,Mt BC/yr,World,1.358520825691117,0.6491284386266356,1.3433666913527857,0.8978318504142787,0.8434138596103414,0.9409433557180137,1.47602790086989,0.5950233571030374,0.7297244181203512,0.9886156269510429,1.0132129484382733,1.3978519858338996,0.4355852754227848,1.4608813030552563,0.7974547092212919,0.7725031383430774,0.5374325458577915,0.2531392778714495
model_a,scenario_a,Emissions|BC|Energy|Demand|Other Sector,Mt BC/yr,World,1.1364574519371193,0.9374979399733345,0.8874021684563151,1.185053468179374,1.8457348020332098,1.3298497344241333,1.4446508194363674,0.6215511810360077,0.5036112507942196,0.7785456777204403,0.8864512752292018,1.0131247681224456,0.6201202297298712,1.4677284667087447,0.9047122723721898,1.2931570321475634,0.8088486775376401,1.2364294750041056
model_a,scenario_a,Emissions|BC|Energy|Demand|Residential and Commercial and AFOFI,Mt BC/yr,World,0.9623624390544112,1.0243379605151688,1.3223795545909205,0.9153883814336357,1.023566857556668,1.435726257796096,0.8398696964264872,1.1907209284318765,0.9295282570318665,1.1044758210339187,0.7229090750771612,1.4156712242586134,0.42196238144391807,1.750707142357744,1.0699441688672096,1.4131920769992994,0.5613125508175514,1.7840244384928572
model_a,scenario_a,Emissions|BC|Energy|Demand|Transportation,Mt BC/yr,World,2.10075684815828,2.7925342698855924,2.8463601422816946,2.1140299939437552,2.351596852719695,3.130993552393826,2.444001721982864,1.7117248983392244,2.042890723331654,2.0237540890546963,2.766446728236562,2.1987016039240785,1.9464320731836122,1.4188326698117582,2.204411354804924,2.3717154004021634,1.3015104348480069,1.7214626868734282
model_a,scenario_a,Emissions|BC|Energy|Demand|Transportation|Domestic Aviation,Mt BC/yr,World,1.2698733390149675,1.7105494315870338,1.5990213322556321,0.9501769290204667,1.3088363967859427,1.7021699468610914,0.9665621249381928,0.8738009570508312,1.038260246885239,0.8486604123746079,1.4462651870468906,0.6002051124477101,1.2897293142428818,0.4279461874517715,1.5547191411336168,1.1973069186606198,0.14843018805323138,1.2130996567298116
model_a,scenario_a,Emissions|BC|Energy|Demand|Transportation|Rail,Mt BC/yr,World,0.8308835091433127,1.0819848382985586,1.2473388100260625,1.1638530649232885,1.0427604559337524,1.4288236055327348,1.477439597044671,0.8379239412883932,1.004630476446415,1.1750936766800884,1.3201815411896716,1.5984964914763684,0.6567027589407303,0.9908864823599864,0.6496922136713074,1.1744084817415437,1.1530802467947754,0.5083630301436168
model_a,scenario_a,Emissions|BC|Energy|Supply,Mt BC/yr,World,0.72062724056041,0.5634107628059767,0.9500504710293177,0.7767883805486728,1.1537611441685716,0.6491415209938894,1.1014879901932448,0.35653924606759013,0.7532832001998268,0.8703852741214428,0.4543993034206484,1.3980560151074708,0.584866153617572,0.903771766890103,1.1322252559591894,0.6292713721626441,1.265266505189922,0.9649117761053654
model_a,scenario_a,Emissions|BC|Industrial Processes,Mt BC/yr,World,0.7027847501510371,0.8586668887551923,0.7276156222338263,0.7563789145976548,1.0121063970960216,1.1969381839755382,0.8752269889916016,1.0558978733370084,0.6569533198984286,1.3662487513810828,1.443779255881377,0.16933900705785843,1.0380934981054004,1.7031874023902671,1.1852662140848174,1.3223984610969628,1.4300888259599853,1.6557352056958021
model_a,scenario_a,Emissions|BC|Other,Mt BC/yr,World,0.7403742123143743,0.6882381834741634,1.106514887858164,1.0556537795407155,1.203944179077805,0.6890191621732353,1.5321785769995602,0.9763580336920616,0.9701562081402899,0.8221392495352912,0.8151565408751974,0.8231035896180715,0.8256253499233369,0.3280230611922269,0.7808948677117074,1.0658293368151792,0.8270776765343939,0.9538821569625126
model_a,scenario_a,Emissions|BC|Product Use,Mt BC/yr,World,0.4139231380669287,1.2955160920339368,1.4177495035612195,1.4851360181762072,0.9285618339863055,0.6833212606146353,0.9103785222722708,0.8866248892554793,1.4332622285301166,0.6558244787764854,1.3495104243962797,0.9428203268279323,1.5051506943047555,1.0366779389545484,1.091350203239689,1.6022027603644486,1.1624973565406593,0.9149565351435276
model_a,scenario_a,Emissions|BC|Waste,Mt BC/yr,World,1.3177064962070544,1.7555080783655757,1.0506489988734942,0.6848245630154742,1.8480223344195512,0.3618015755471743,0.7347492975479293,1.3099458627167175,0.5681384959013007,0.4896513791633761,0.6805480959818088,1.5137189029908438,0.35621189954073584,1.0159291704037972,0.7755970957319941,0.8052161235373738,1.3049556893387007,1.4969051382839305
model_a,scenario_a,Emissions|CH4,Mt CH4/yr,World,19.946207853437297,22.863977291614326,22.499942272422985,23.01521594221704,19.38243349607842,25.093471737512576,19.301241606862106,20.77206831782531,18.94561298529132,21.377676850305814,18.651904830323815,22.74851534600443,23.75325835926738,19.142465093795835,23.444091297307743,21.261899310455618,23.13004852037798,21.069837258951296
model_a,scenario_a,Emissions|CH4|AFOLU,Mt CH4/yr,World,8.902706131782613,9.28833323250291,11.506645685507676,9.894876963036534,7.296933049788904,10.502716487201198,10.165122894677388,9.34215300484775,9.047635722479882,9.145734516138532,6.542922388602695,9.288522867017273,10.391985196086477,7.485611562684081,10.746033634404084,8.60063942723597,11.87302026605018,7.176598236710703
model_a,scenario_a,Emissions|CH4|AFOLU|Agricultural Waste Burning,Mt CH4/yr,World,1.037608608621309,1.4281993406454454,1.3856848346502941,1.0720121799090476,1.109100708122157,1.4201109579310511,0.9352675107547178,0.7595849115739881,0.7740527251113455,1.2478616578935617,0.9780533060066559,1.0544904761543736,0.2045507054347554,0.43184701688761595,1.1756501827399697,0.691927857736226,1.4721571937226634,0.3741722314049639
model_a,scenario_a,Emissions|CH4|AFOLU|Agriculture,Mt CH4/yr,World,1.6395827962728227,0.6757305116244615,1.2359783034651404,1.2742659359069113,0.6040459739611164,1.2218093108118793,1.1394173457993824,0.6590087997971228,1.3072129289108396,1.4395056891475368,1.0797990065663874,0.991262237069336,1.0831527274784967,0.3064211753686411,0.9672061099367582,1.3751357704366827,1.3350775343873782,0.5247327993049872
model_a,scenario_a,Emissions|CH4|AFOLU|Land,Mt CH4/yr,World,6.225514726888481,7.184403380233005,8.88498254739224,7.548598847220575,5.58378636770563,7.860796218458267,8.090438038123288,7.9235592934766395,6.966370068457698,6.458367169097434,4.485070076029651,7.242770153793563,9.104281763173223,6.747343370427824,8.603177341727356,6.533575799063062,9.065785537940139,6.277693206000752
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Fires,Mt CH4/yr,World,2.566198529030255,3.4685662871757654,4.355624413568725,3.107131262190924,1.8392309564903613,3.763624647051313,3.2931173052403295,3.003012925139443,3.774988245360731,3.7696866311449897,0.7643359449802918,2.5195570403014664,4.604339805942467,3.278135066676631,2.4842943038865224,2.119266936670751,3.4856251143658854,2.8550893801836112
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Fires|Forest Burning,Mt CH4/yr,World,0.3117597306149823,1.008837995732522,1.3740645480440241,1.0915948239530304,0.3974988345341006,1.2003645776399061,0.9132809614140921,1.1343954996036456,1.6722716041567103,1.1857854107314452,0.2714886553557839,0.6462465316085055,1.9869600550242685,0.9191264686538276,0.883076548645818,0.7330021924243136,0.8031621148113208,0.21219842906756814
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Fires|Grassland Burning,Mt CH4/yr,World,1.3010659489877763,1.4480684944085866,1.420583028532032,0.8636570164520306,0.4220726467942717,1.3870559382364909,1.1489475959596591,1.0302645196058235,0.6507167292401532,1.7064042305894094,0.1939546304730655,0.6764583020155222,1.7268277402787673,1.1394997588211933,1.0512114533544348,0.8999635273647114,1.2787781165208298,1.5145064058609705
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Fires|Peat Burning,Mt CH4/yr,World,0.9533728494274964,1.0116597970346572,1.560976836992669,1.151879421785863,1.0196594751619887,1.1762041311749163,1.2308887478665782,0.8383529059299739,1.4519999119638676,0.8774969898241355,0.29889265915144236,1.1968522066774385,0.8905520106394309,1.2195088392016102,0.5500063018862695,0.4863012168817258,1.4036848830337347,1.128384545255073
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Harvested Wood Products,Mt CH4/yr,World,0.6747126308754923,0.7028500789144705,0.38295092697051514,0.948608635922137,0.9656490014009576,0.9654700593929227,1.5955018943503514,0.8939193715596759,1.2297524968544444,0.643528095348654,1.161865054043902,1.1414354527423227,0.8511626147359661,1.1066592175755101,1.7302798784015097,1.848082207967194,1.471672319379456,1.4067458407971103
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Land Use and Land-Use Change,Mt CH4/yr,World,1.0736131991066964,0.9703075465266262,1.2779101284748107,0.9626814193539572,1.218536607397521,1.4690628221028723,1.0463438253780055,1.3557527427695408,0.5217869875593847,0.5052687026548077,0.5805490293313458,1.0228221460599425,0.7848878420747634,0.5227020558378621,1.5753344752749672,0.8248292446703983,1.4667498877569316,0.3617859648099926
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Other,Mt CH4/yr,World,0.9946448517660239,0.9075476997998324,1.838243985035056,1.4362335320611281,0.39735332292731473,1.1530456290047895,1.682341207414084,0.8568258928118161,0.8276345449978217,0.7942249898807281,0.9023535746007487,1.8647217513867473,1.279069103310281,0.8302179335120901,1.357665038336449,1.0116907284086865,1.219008134591907,0.5139105955669068
model_a,scenario_a,Emissions|CH4|AFOLU|Land|Wetlands,Mt CH4/yr,World,0.9163455161100131,1.1351317678163102,1.0302530933431349,1.0939439976924272,1.163016479489476,0.5095930609063698,0.4731338057405168,1.8140483611961633,0.612207793685316,0.7456587500682548,1.0759664730733631,0.6942337633030827,1.584822397109746,1.0096290968257309,1.455603645827908,0.7297066813460323,1.4227300818459585,1.1401614246431304
model_a,scenario_a,Emissions|CH4|Energy,Mt CH4/yr,World,7.323898997453108,8.419871541493478,7.6350746290657145,8.551907790804576,9.023420812590572,10.92589562551483,5.816287164415911,7.242640125235704,6.006025185635436,9.14957273516683,8.037823547319363,8.28245809847947,9.250977209043722,7.775477651270839,8.391258370668988,9.316532351372151,7.490257855381542,8.519560358179412
model_a,scenario_a,Emissions|CH4|Energy|Demand,Mt CH4/yr,World,6.31792226736237,7.434332484414185,6.2889014506065966,7.2458100331156,8.215435578308831,9.509238526645145,4.755366639357754,6.349751879575303,5.4418417331768705,7.94141222511316,6.279947510181007,6.67616156639487,8.099562977820964,6.518877100985176,7.054406360215081,8.490257085234859,6.298043286559794,7.579422678660967
model_a,scenario_a,Emissions|CH4|Energy|Demand|Bunkers,Mt CH4/yr,World,2.3315509239512178,1.8952950771143395,1.259476264258037,2.1718375994691947,2.2843839606239484,1.3941213478421886,1.0288540424210746,2.4065145686838303,1.3392541352776117,1.894810109047995,2.341898422499825,2.684968162572215,1.820069122451042,2.1063809527635735,2.7389670997753637,2.8496633641500844,1.7739331765304542,2.4372144855655082
model_a,scenario_a,Emissions|CH4|Energy|Demand|Bunkers|International Aviation,Mt CH4/yr,World,1.29188739123442,0.5729175983806332,0.7971830605790912,1.407360311370609,1.2622657989681167,0.7606518316787104,0.0315297473766748,0.5751582576216105,0.8421122671727829,0.944628635534016,0.7570377980154268,1.0599966058808685,0.8848215622600816,1.0277116676834823,1.222120473334011,1.4626064754463846,0.7687391492519225,1.577651415856948
model_a,scenario_a,Emissions|CH4|Energy|Demand|Bunkers|International Shipping,Mt CH4/yr,World,1.0396635327167978,1.3223774787337064,0.462293203678946,0.7644772880985855,1.0221181616558315,0.6334695161634782,0.9973242950443997,1.83135631106222,0.49714186810482897,0.9501814735139791,1.5848606244843984,1.6249715566913459,0.9352475601909602,1.0786692850800912,1.5168466264413525,1.3870568887036998,1.0051940272785318,0.8595630697085602
model_a,scenario_a,Emissions|CH4|Energy|Demand|Industry,Mt CH4/yr,World,1.3152578146643514,0.7900138867718008,1.626699889300422,1.570948301151351,1.2444381668381317,1.7076021961171557,1.4084299051490885,0.7720282087600621,0.7208675241832889,1.048382855147998,1.4472257165086764,0.8350572165151352,0.9960437349576939,1.5518417001512943,1.3700117067704856,1.0099302200630067,1.2675655554590692,1.36936794767011
model_a,scenario_a,Emissions|CH4|Energy|Demand|Other Sector,Mt CH4/yr,World,0.885417285992482,0.8035884380253325,1.1079278250456683,1.0303300035878988,1.0570143908147744,1.6106933582470389,0.6555138525131088,0.6998459872222408,0.3512722108608284,1.4638053354407399,0.8138387263899199,0.466995058867812,0.649638786496843,0.37013946598505376,0.9864612483806383,1.009305932434677,0.40656743418408503,0.9559313058801795
model_a,scenario_a,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,Mt CH4/yr,World,0.3538162395236236,1.7000796928075688,0.8177111301791882,0.6521754676307301,0.878812864452577,1.8208748819639675,0.780057502814128,0.6762632013531048,0.7847763833311813,1.148788388144339,0.4681190981005793,0.33334797034314745,1.271469564955619,0.9924723007035665,0.8916254843009671,1.7676762161407393,0.7392756052086138,1.1276716351280542
model_a,scenario_a,Emissions|CH4|Energy|Demand|Transportation,Mt CH4/yr,World,1.4318800032306949,2.2453553896951424,1.4770863418232807,1.8205186612764255,2.7507861955794013,2.9759467424747945,0.8825113364603537,1.7950999135560648,2.24567147952396,2.385625537332088,1.208865546682006,2.355793158096561,3.3623417689597668,1.4980426813816892,1.067340820987626,1.8536813524463516,2.1107015151775714,1.6892373044171154
model_a,scenario_a,Emissions|CH4|Energy|Demand|Transportation|Domestic Aviation,Mt CH4/yr,World,0.5818394353524604,0.9578916864309097,0.9895594042555682,0.8417681337199365,0.9294222077905395,1.2922908551114065,0.4788397344427673,0.8045467081777192,0.7990585648463544,1.0642322567419809,0.6549483033910333,0.8173601807595432,1.6675745340244832,0.7911990034632864,0.8435984744809764,1.1306208549728813,1.5102581160848223,0.5566382804103578
model_a,scenario_a,Emissions|CH4|Energy|Demand|Transportation|Rail,Mt CH4/yr,World,0.8500405678782343,1.2874637032642327,0.48752693756771237,0.9787505275564891,1.8213639877888619,1.6836558873633878,0.40367160201758645,0.9905532053783455,1.4466129146776052,1.321393280590107,0.5539172432909727,1.5384329773370178,1.6947672349352836,0.7068436779184027,0.2237423465066497,0.7230604974734703,0.600443399092749,1.1325990240067576
model_a,scenario_a,Emissions|CH4|Energy|Supply,Mt CH4/yr,World,1.0059767300907385,0.9855390570792927,1.3461731784591189,1.3060977576889752,0.8079852342817402,1.4166570988696845,1.0609205250581577,0.892888245660401,0.5641834524585655,1.2081605100536696,1.7578760371383562,1.606296532084601,1.1514142312227569,1.2566005502856625,1.3368520104539066,0.8262752661372924,1.1922145688217485,0.940137679518444
model_a,scenario_a,Emissions|CH4|Industrial Processes,Mt CH4/yr,World,1.0313244511451458,0.9970075561804121,0.926116055798575,1.5497022717123299,0.9694156802471091,1.544149908509974,0.3848375429611419,0.8705772848627802,0.5834804057594676,0.4714671684918458,1.3895525377817353,1.5046024700834024,1.258533447591567,0.3843547496841413,1.2950170314305116,0.5232257187495597,0.7492988053331464,1.2276996510763656
model_a,scenario_a,Emissions|CH4|Other,Mt CH4/yr,World,0.9389664575157542,0.9983236355105773,0.5086516798034671,0.3441984793937277,0.12832433215750083,0.539584661898622,1.330440930271918,0.7463143383336588,0.7340343381095576,0.8836436435269103,1.2007374870401155,1.3525384919397418,0.293931479109208,1.0259413737339942,1.303685542451107,1.2317862000315578,1.2966048209176035,1.5504646578036172
model_a,scenario_a,Emissions|CH4|Product Use,Mt CH4/yr,World,0.889110727330533,1.5798089159767117,1.1747648429294417,1.0410070989085303,1.0732368489479576,0.6371286077980121,0.12782721193015134,1.0744436064396625,1.3317276391614619,0.7891512598553486,0.5153801430025732,1.434102622842051,1.6518620489883578,1.4734711700007335,0.7817695578401117,1.287852573330654,0.41852724997667434,1.0595319558930338
model_a,scenario_a,Emissions|CH4|Waste,Mt CH4/yr,World,0.860201088210143,1.5806324099502345,0.7486893793181096,1.6335233383613408,0.8911027723463756,0.94399644658994,1.4767258626055964,1.4959399581057529,1.2427096941455145,0.9381075271263479,0.9654887265773354,0.8862907956424909,0.9059689784480516,0.9976085864220436,0.9263271605129433,0.30186303973572426,1.3023395227188326,1.535982399288165
model_a,scenario_a,Emissions|CO,Mt CO/yr,World,20.962208706544025,20.60056371863416,21.802341765131853,19.244238256010505,18.929091153470516,17.97317835353235,18.31560328167535,20.603353163147226,23.716117385734307,22.170254087727848,22.295352328109402,22.240249298004656,20.515080814338056,22.335890364307627,24.821635380741142,16.958185461844913,19.776560572985623,21.331297567190067
model_a,scenario_a,Emissions|CO2,Mt CO2/yr,World,16.787790888653845,20.067150851401152,17.979055508054877,14.91523248453517,18.201423152626013,19.25575277545077,19.017993016636154,18.743560778328458,18.773426630287982,20.071804451783358,19.577261302021903,18.63221823104802,17.71709914302931,20.12007008438351,18.48804763533152,18.807472793524482,21.898331847460867,17.543832349808625
model_a,scenario_a,Emissions|CO2|AFOLU,Mt CO2/yr,World,7.069847607360915,6.4157467924398714,7.74455556977261,4.868061730119967,4.349974506167944,8.017617771239383,7.8677254882205325,6.827414844299568,7.724856332994171,7.917244157405909,5.8754645973211534,8.743344227147686,5.5623414698458085,7.413787802211964,6.60923732284413,6.443577655746013,9.203037749912983,6.582817248156029
model_a,scenario_a,Emissions|CO2|AFOLU|Agricultural Waste Burning,Mt CO2/yr,World,1.367030977819129,0.3431040374104264,1.140551863517755,0.8561282881689096,0.4150101771391199,1.0890305018542428,0.7329474047940512,0.9965826504221668,1.3865483539984629,1.7957237880278045,0.3517719103419218,1.2849770901678,1.3297828280358441,1.2004885864427681,0.5636796835067415,0.37977951655853703,0.826095838630422,0.9910753741602187
model_a,scenario_a,Emissions|CO2|AFOLU|Agriculture,Mt CO2/yr,World,1.364871353684424,1.4957896190155955,1.118602648081321,0.39418986729982675,0.11964105464382768,0.900522494006529,1.2363904925255467,1.361278939550589,1.7758610759297544,1.4101202889697144,0.8196577202827627,1.027822831963603,1.1841418770009606,1.4751040275647043,0.6185714094064361,1.243815418137551,1.5010085515628635,1.3363895628208193
model_a,scenario_a,Emissions|CO2|AFOLU|Land,Mt CO2/yr,World,4.337945275857362,4.57685313601385,5.485401058173533,3.6177435746512305,3.815323274384996,6.028064775378611,5.898387590900935,4.4695532543268115,4.562446903065954,4.7114000804083895,4.70403496669647,6.430544305016284,3.048416764809004,4.738195188204491,5.426986229930954,4.819982721049925,6.8759333597196965,4.25535231117499
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Fires,Mt CO2/yr,World,0.3464984825425026,1.279449103450692,0.3472758925737074,0.9850996453230632,0.49186538217870834,1.4564370540904932,0.5347595665401383,1.3524769201870246,0.9847676382121279,0.7061682611703648,0.22719322757191396,1.4653007469482295,1.0400389624633646,0.9902667299535264,0.5261137242911285,0.9166589519617294,0.7399079071141079,0.48178594201850655
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Fires|Forest Burning,Mt CO2/yr,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Fires|Grassland Burning,Mt CO2/yr,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Fires|Peat Burning,Mt CO2/yr,World,0.3464984825425026,1.279449103450692,0.3472758925737074,0.9850996453230632,0.49186538217870834,1.4564370540904932,0.5347595665401383,1.3524769201870246,0.9847676382121279,0.7061682611703648,0.22719322757191396,1.4653007469482295,1.0400389624633646,0.9902667299535264,0.5261137242911285,0.9166589519617294,0.7399079071141079,0.48178594201850655
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Harvested Wood Products,Mt CO2/yr,World,1.0132915110578622,0.863486250053391,1.543979355704562,0.2785366132112286,0.9342247996860997,0.1149094974257574,1.83724717996735,1.0792674028492386,1.9111549389666784,1.2856638798355444,1.4490692833476828,0.9370018344622665,0.8596897296528179,0.9401018055765153,1.2204392349742432,0.9517248586621634,1.7696297679738127,1.6872029105054624
model_a,scenario_a,Emissions|CO2|AFOLU|Land|Land Use and Land-Use Change,Mt CO2/yr,World,1.371159942988009,0.1531013860298207,1.2744453539445453,1.2926660782764547,0.49098174809127015,1.055522320768202,1.118503785210471,0.24198612218332294,0.6197221922212318,1.072142143735931,1.2241784440685062,0.9610447125947482,0.14985506880551192,0.8083665152176551,1.2495409731327054,1.4398032851189724,1.2016959518831918,0.20802735183034515
